district,horizon,date,actual,lower,prediction,upper,interval_width,within_interval
Ampara,1,2023-01-07,7,1,8,20,19,1
Ampara,1,2023-01-14,8,3,10,22,19,1
Ampara,1,2023-01-21,1,3,8,20,17,0
Ampara,1,2023-01-28,1,0,7,10,10,1
Ampara,1,2023-02-04,7,0,5,17,17,1
Ampara,1,2023-02-11,1,0,0,11,11,1
Ampara,1,2023-02-18,6,1,6,18,17,1
Ampara,1,2023-02-25,0,2,4,10,8,0
Ampara,1,2023-03-04,0,0,8,13,13,1
Ampara,1,2023-03-11,0,0,0,12,12,1
Ampara,1,2023-03-18,1,0,0,12,12,1
Ampara,1,2023-03-25,0,0,1,4,4,1
Ampara,1,2023-04-01,0,1,8,17,16,0
Ampara,1,2023-04-08,0,3,7,21,18,0
Ampara,1,2023-04-15,1,2,5,17,15,0
Ampara,1,2023-04-22,0,1,7,17,16,0
Ampara,1,2023-04-29,0,0,8,12,12,1
Ampara,1,2023-05-06,0,0,6,14,14,1
Ampara,1,2023-05-13,2,1,3,14,13,1
Ampara,1,2023-05-20,0,0,5,13,13,1
Ampara,1,2023-05-27,0,2,5,19,17,0
Ampara,1,2023-06-03,0,3,8,22,19,0
Ampara,1,2023-06-10,0,3,9,24,21,0
Ampara,1,2023-06-17,0,3,8,22,19,0
Ampara,1,2023-06-24,1,2,6,19,17,0
Ampara,1,2023-07-01,2,1,4,19,18,1
Ampara,1,2023-07-08,1,0,4,17,17,1
Ampara,1,2023-07-15,5,0,4,15,15,1
Ampara,1,2023-07-22,4,3,5,20,17,1
Ampara,1,2023-07-29,4,3,6,19,16,1
Ampara,1,2023-08-05,0,3,6,19,16,0
Ampara,1,2023-08-12,6,1,5,17,16,1
Ampara,1,2023-08-19,5,0,3,11,11,1
Ampara,1,2023-08-26,1,1,4,18,17,1
Ampara,1,2023-09-02,2,0,5,16,16,1
Ampara,1,2023-09-09,2,0,5,10,10,1
Ampara,1,2023-09-16,5,0,3,9,9,1
Ampara,1,2023-09-23,5,0,4,7,7,1
Ampara,1,2023-09-30,5,0,5,10,10,1
Ampara,1,2023-10-07,2,0,8,14,14,1
Ampara,1,2023-10-14,4,2,12,20,18,1
Ampara,1,2023-10-21,6,3,11,22,19,1
Ampara,1,2023-10-28,6,0,8,13,13,1
Ampara,1,2023-11-04,1,1,8,15,14,1
Ampara,1,2023-11-11,4,0,7,14,14,1
Ampara,1,2023-11-18,3,0,8,14,14,1
Ampara,1,2023-11-25,13,1,10,16,15,1
Ampara,1,2023-12-02,2,3,12,22,19,0
Ampara,1,2023-12-09,6,1,9,18,17,1
Ampara,1,2023-12-16,14,2,10,20,18,1
Ampara,1,2023-12-23,5,3,10,19,16,1
Ampara,1,2023-12-30,11,1,9,19,18,1
Ampara,1,2024-01-06,10,3,10,21,18,1
Ampara,1,2024-01-13,8,2,10,20,18,1
Ampara,1,2024-01-20,11,1,9,20,19,1
Ampara,1,2024-01-27,12,8,13,25,17,1
Ampara,1,2024-02-03,14,6,13,32,26,1
Ampara,1,2024-02-10,19,6,12,26,20,1
Ampara,1,2024-02-17,5,7,13,29,22,0
Ampara,1,2024-02-24,7,5,8,21,16,1
Ampara,1,2024-03-02,9,2,6,18,16,1
Ampara,1,2024-03-09,13,2,5,15,13,1
Ampara,1,2024-03-16,7,4,8,20,16,1
Ampara,1,2024-03-23,1,1,6,17,16,1
Ampara,1,2024-03-30,7,0,1,9,9,1
Ampara,1,2024-04-06,2,0,2,15,15,1
Ampara,1,2024-04-13,4,0,4,10,10,1
Ampara,1,2024-04-20,2,0,3,12,12,1
Ampara,1,2024-04-27,3,0,5,16,16,1
Ampara,1,2024-05-04,0,1,5,17,16,0
Ampara,1,2024-05-11,3,0,5,15,15,1
Ampara,1,2024-05-18,2,0,7,10,10,1
Ampara,1,2024-05-25,4,0,4,15,15,1
Ampara,1,2024-06-01,3,0,3,13,13,1
Ampara,1,2024-06-08,8,1,3,13,12,1
Ampara,1,2024-06-15,3,0,5,15,15,1
Ampara,1,2024-06-22,7,0,3,15,15,1
Ampara,1,2024-06-29,6,2,6,16,14,1
Ampara,1,2024-07-06,7,0,5,15,15,1
Ampara,1,2024-07-13,4,0,3,12,12,1
Ampara,1,2024-07-20,5,1,4,16,15,1
Ampara,1,2024-07-27,2,1,3,14,13,1
Ampara,1,2024-08-03,5,2,5,17,15,1
Ampara,1,2024-08-10,9,0,4,13,13,1
Ampara,1,2024-08-17,2,0,4,13,13,1
Ampara,1,2024-08-24,5,0,3,6,6,1
Ampara,1,2024-08-31,2,1,4,13,12,1
Ampara,1,2024-09-07,0,0,4,17,17,1
Ampara,1,2024-09-14,1,0,2,13,13,1
Ampara,1,2024-09-21,2,0,3,13,13,1
Ampara,1,2024-09-28,4,0,3,13,13,1
Ampara,1,2024-10-05,4,0,8,15,15,1
Ampara,1,2024-10-12,5,0,6,11,11,1
Ampara,1,2024-10-19,3,0,3,10,10,1
Ampara,1,2024-10-26,0,0,2,6,6,1
Ampara,1,2024-11-02,7,0,3,8,8,1
Ampara,1,2024-11-09,3,0,4,13,13,1
Ampara,1,2024-11-16,2,2,5,17,15,1
Ampara,1,2024-11-23,4,0,3,12,12,1
Ampara,1,2024-11-30,2,0,6,11,11,1
Ampara,1,2024-12-07,4,1,9,18,17,1
Ampara,1,2024-12-14,1,2,4,13,11,0
Ampara,1,2024-12-21,4,0,7,11,11,1
Ampara,1,2024-12-28,4,1,6,17,16,1
Ampara,1,2025-01-04,6,2,5,12,10,1
Ampara,1,2025-01-11,7,2,7,16,14,1
Ampara,1,2025-01-18,3,2,8,14,12,1
Ampara,1,2025-01-25,4,2,11,22,20,1
Ampara,1,2025-02-01,3,0,3,11,11,1
Ampara,1,2025-02-08,3,0,6,15,15,1
Ampara,1,2025-02-15,5,1,3,9,8,1
Ampara,1,2025-02-22,4,1,8,15,14,1
Anuradhapura,1,2023-01-07,16,2,9,20,18,1
Anuradhapura,1,2023-01-14,15,3,10,23,20,1
Anuradhapura,1,2023-01-21,15,4,13,25,21,1
Anuradhapura,1,2023-01-28,7,2,12,20,18,1
Anuradhapura,1,2023-02-04,9,1,12,22,21,1
Anuradhapura,1,2023-02-11,11,4,9,20,16,1
Anuradhapura,1,2023-02-18,8,6,11,23,17,1
Anuradhapura,1,2023-02-25,2,6,12,28,22,0
Anuradhapura,1,2023-03-04,13,1,11,22,21,1
Anuradhapura,1,2023-03-11,15,0,5,14,14,0
Anuradhapura,1,2023-03-18,8,3,8,23,20,1
Anuradhapura,1,2023-03-25,3,1,11,16,15,1
Anuradhapura,1,2023-04-01,10,2,7,16,14,1
Anuradhapura,1,2023-04-08,6,1,5,16,15,1
Anuradhapura,1,2023-04-15,7,0,5,11,11,1
Anuradhapura,1,2023-04-22,0,0,5,14,14,1
Anuradhapura,1,2023-04-29,4,0,6,11,11,1
Anuradhapura,1,2023-05-06,16,0,4,12,12,0
Anuradhapura,1,2023-05-13,19,1,6,17,16,0
Anuradhapura,1,2023-05-20,29,0,7,15,15,0
Anuradhapura,1,2023-05-27,47,11,20,39,28,0
Anuradhapura,1,2023-06-03,48,19,36,64,45,1
Anuradhapura,1,2023-06-10,45,24,41,67,43,1
Anuradhapura,1,2023-06-17,41,24,38,61,37,1
Anuradhapura,1,2023-06-24,32,11,27,48,37,1
Anuradhapura,1,2023-07-01,23,13,23,39,26,1
Anuradhapura,1,2023-07-08,20,12,21,40,28,1
Anuradhapura,1,2023-07-15,13,7,13,28,21,1
Anuradhapura,1,2023-07-22,12,7,11,26,19,1
Anuradhapura,1,2023-07-29,13,5,9,21,16,1
Anuradhapura,1,2023-08-05,17,4,8,19,15,1
Anuradhapura,1,2023-08-12,6,2,8,23,21,1
Anuradhapura,1,2023-08-19,5,1,5,15,14,1
Anuradhapura,1,2023-08-26,2,2,5,19,17,1
Anuradhapura,1,2023-09-02,8,0,4,12,12,1
Anuradhapura,1,2023-09-09,8,0,2,5,5,0
Anuradhapura,1,2023-09-16,10,1,5,15,14,1
Anuradhapura,1,2023-09-23,4,0,6,14,14,1
Anuradhapura,1,2023-09-30,7,1,3,15,14,1
Anuradhapura,1,2023-10-07,3,0,5,12,12,1
Anuradhapura,1,2023-10-14,15,0,6,15,15,1
Anuradhapura,1,2023-10-21,27,2,12,23,21,0
Anuradhapura,1,2023-10-28,46,3,13,24,21,0
Anuradhapura,1,2023-11-04,2,6,19,38,32,0
Anuradhapura,1,2023-11-11,5,5,18,36,31,1
Anuradhapura,1,2023-11-18,0,2,13,25,23,0
Anuradhapura,1,2023-11-25,13,4,15,26,22,1
Anuradhapura,1,2023-12-02,39,5,15,29,24,0
Anuradhapura,1,2023-12-09,30,7,19,37,30,1
Anuradhapura,1,2023-12-16,22,6,17,32,26,1
Anuradhapura,1,2023-12-23,42,4,15,28,24,0
Anuradhapura,1,2023-12-30,28,11,23,46,35,1
Anuradhapura,1,2024-01-06,28,10,18,35,25,1
Anuradhapura,1,2024-01-13,95,3,13,29,26,0
Anuradhapura,1,2024-01-20,34,38,63,126,88,0
Anuradhapura,1,2024-01-27,11,30,48,84,54,0
Anuradhapura,1,2024-02-03,69,11,20,39,28,0
Anuradhapura,1,2024-02-10,29,16,27,49,33,1
Anuradhapura,1,2024-02-17,53,18,31,51,33,0
Anuradhapura,1,2024-02-24,50,20,29,50,30,1
Anuradhapura,1,2024-03-02,42,21,33,52,31,1
Anuradhapura,1,2024-03-09,33,20,31,49,29,1
Anuradhapura,1,2024-03-16,18,15,26,42,27,1
Anuradhapura,1,2024-03-23,11,6,15,29,23,1
Anuradhapura,1,2024-03-30,5,1,7,18,17,1
Anuradhapura,1,2024-04-06,5,0,3,11,11,1
Anuradhapura,1,2024-04-13,4,0,2,11,11,1
Anuradhapura,1,2024-04-20,3,0,0,10,10,1
Anuradhapura,1,2024-04-27,4,0,1,13,13,1
Anuradhapura,1,2024-05-04,5,0,2,12,12,1
Anuradhapura,1,2024-05-11,7,0,3,12,12,1
Anuradhapura,1,2024-05-18,4,0,6,12,12,1
Anuradhapura,1,2024-05-25,5,0,8,17,17,1
Anuradhapura,1,2024-06-01,14,2,8,20,18,1
Anuradhapura,1,2024-06-08,8,1,9,21,20,1
Anuradhapura,1,2024-06-15,5,1,9,18,17,1
Anuradhapura,1,2024-06-22,3,4,9,26,22,0
Anuradhapura,1,2024-06-29,5,1,4,16,15,1
Anuradhapura,1,2024-07-06,6,1,5,15,14,1
Anuradhapura,1,2024-07-13,11,0,3,13,13,1
Anuradhapura,1,2024-07-20,23,0,4,14,14,0
Anuradhapura,1,2024-07-27,5,3,7,17,14,1
Anuradhapura,1,2024-08-03,10,4,8,22,18,1
Anuradhapura,1,2024-08-10,16,2,12,18,16,1
Anuradhapura,1,2024-08-17,7,0,7,15,15,1
Anuradhapura,1,2024-08-24,8,0,6,16,16,1
Anuradhapura,1,2024-08-31,7,1,10,22,21,1
Anuradhapura,1,2024-09-07,8,3,9,24,21,1
Anuradhapura,1,2024-09-14,3,1,5,18,17,1
Anuradhapura,1,2024-09-21,9,0,3,15,15,1
Anuradhapura,1,2024-09-28,4,0,6,14,14,1
Anuradhapura,1,2024-10-05,10,0,4,10,10,1
Anuradhapura,1,2024-10-12,5,0,6,13,13,1
Anuradhapura,1,2024-10-19,6,0,5,19,19,1
Anuradhapura,1,2024-10-26,9,0,6,11,11,1
Anuradhapura,1,2024-11-02,13,0,5,13,13,1
Anuradhapura,1,2024-11-09,13,2,8,18,16,1
Anuradhapura,1,2024-11-16,18,2,8,22,20,1
Anuradhapura,1,2024-11-23,12,0,9,18,18,1
Anuradhapura,1,2024-11-30,7,2,11,25,23,1
Anuradhapura,1,2024-12-07,18,1,9,23,22,1
Anuradhapura,1,2024-12-14,22,3,9,16,13,0
Anuradhapura,1,2024-12-21,12,3,14,29,26,1
Anuradhapura,1,2024-12-28,27,3,10,23,20,0
Anuradhapura,1,2025-01-04,20,2,11,21,19,1
Anuradhapura,1,2025-01-11,29,5,12,26,21,0
Anuradhapura,1,2025-01-18,16,1,13,19,18,1
Anuradhapura,1,2025-01-25,22,2,12,25,23,1
Anuradhapura,1,2025-02-01,39,5,8,21,16,0
Anuradhapura,1,2025-02-08,39,11,25,42,31,1
Anuradhapura,1,2025-02-15,24,23,38,66,43,1
Anuradhapura,1,2025-02-22,18,16,29,52,36,1
Badulla,1,2023-01-07,37,32,51,98,66,1
Badulla,1,2023-01-14,26,29,49,82,53,0
Badulla,1,2023-01-21,38,19,33,60,41,1
Badulla,1,2023-01-28,43,6,17,32,26,0
Badulla,1,2023-02-04,38,11,16,40,29,1
Badulla,1,2023-02-11,35,12,23,41,29,1
Badulla,1,2023-02-18,16,17,37,54,37,0
Badulla,1,2023-02-25,29,11,21,37,26,1
Badulla,1,2023-03-04,22,7,19,33,26,1
Badulla,1,2023-03-11,24,7,14,27,20,1
Badulla,1,2023-03-18,18,7,14,27,20,1
Badulla,1,2023-03-25,26,6,12,26,20,1
Badulla,1,2023-04-01,9,9,22,35,26,1
Badulla,1,2023-04-08,10,8,8,16,8,1
Badulla,1,2023-04-15,16,5,15,24,19,1
Badulla,1,2023-04-22,0,6,12,28,22,0
Badulla,1,2023-04-29,18,4,10,17,13,0
Badulla,1,2023-05-06,26,3,10,20,17,0
Badulla,1,2023-05-13,17,6,11,22,16,1
Badulla,1,2023-05-20,16,7,18,28,21,1
Badulla,1,2023-05-27,21,10,17,35,25,1
Badulla,1,2023-06-03,17,10,20,36,26,1
Badulla,1,2023-06-10,28,9,19,34,25,1
Badulla,1,2023-06-17,28,13,22,41,28,1
Badulla,1,2023-06-24,26,16,28,48,32,1
Badulla,1,2023-07-01,32,14,21,43,29,1
Badulla,1,2023-07-08,30,11,18,38,27,1
Badulla,1,2023-07-15,40,15,25,44,29,1
Badulla,1,2023-07-22,30,19,32,51,32,1
Badulla,1,2023-07-29,22,21,35,57,36,1
Badulla,1,2023-08-05,30,19,29,49,30,1
Badulla,1,2023-08-12,23,11,20,38,27,1
Badulla,1,2023-08-19,12,10,25,39,29,1
Badulla,1,2023-08-26,20,12,21,37,25,1
Badulla,1,2023-09-02,15,8,18,30,22,1
Badulla,1,2023-09-09,13,5,12,26,21,1
Badulla,1,2023-09-16,20,7,14,25,18,1
Badulla,1,2023-09-23,9,5,12,20,15,1
Badulla,1,2023-09-30,25,6,13,22,16,0
Badulla,1,2023-10-07,26,9,15,31,22,1
Badulla,1,2023-10-14,3,9,20,37,28,0
Badulla,1,2023-10-21,3,6,18,35,29,0
Badulla,1,2023-10-28,15,1,9,15,14,1
Badulla,1,2023-11-04,0,3,11,18,15,0
Badulla,1,2023-11-11,30,2,7,13,11,0
Badulla,1,2023-11-18,48,3,10,22,19,0
Badulla,1,2023-11-25,43,11,26,51,40,1
Badulla,1,2023-12-02,174,19,43,85,66,0
Badulla,1,2023-12-09,178,71,122,270,199,1
Badulla,1,2023-12-16,16,95,164,355,260,0
Badulla,1,2023-12-23,120,34,74,146,112,1
Badulla,1,2023-12-30,111,8,36,86,78,0
Badulla,1,2024-01-06,78,35,76,157,122,1
Badulla,1,2024-01-13,13,25,61,128,103,0
Badulla,1,2024-01-20,53,4,21,41,37,0
Badulla,1,2024-01-27,24,18,36,56,38,1
Badulla,1,2024-02-03,44,18,29,59,41,1
Badulla,1,2024-02-10,12,17,31,52,35,0
Badulla,1,2024-02-17,15,16,25,45,29,0
Badulla,1,2024-02-24,8,11,17,31,20,0
Badulla,1,2024-03-02,11,5,12,25,20,1
Badulla,1,2024-03-09,13,5,10,22,17,1
Badulla,1,2024-03-16,7,5,11,25,20,1
Badulla,1,2024-03-23,8,4,8,22,18,1
Badulla,1,2024-03-30,7,2,7,18,16,1
Badulla,1,2024-04-06,3,2,6,17,15,1
Badulla,1,2024-04-13,9,0,5,13,13,1
Badulla,1,2024-04-20,5,2,6,14,12,1
Badulla,1,2024-04-27,7,2,6,12,10,1
Badulla,1,2024-05-04,7,3,8,15,12,1
Badulla,1,2024-05-11,2,4,7,14,10,0
Badulla,1,2024-05-18,7,4,8,15,11,1
Badulla,1,2024-05-25,7,3,6,14,11,1
Badulla,1,2024-06-01,6,1,5,11,10,1
Badulla,1,2024-06-08,5,4,7,15,11,1
Badulla,1,2024-06-15,12,2,8,16,14,1
Badulla,1,2024-06-22,21,4,10,25,21,1
Badulla,1,2024-06-29,15,6,14,27,21,1
Badulla,1,2024-07-06,15,6,14,25,19,1
Badulla,1,2024-07-13,12,6,14,25,19,1
Badulla,1,2024-07-20,10,7,12,24,17,1
Badulla,1,2024-07-27,15,4,13,25,21,1
Badulla,1,2024-08-03,18,7,13,29,22,1
Badulla,1,2024-08-10,9,6,12,19,13,1
Badulla,1,2024-08-17,10,6,11,20,14,1
Badulla,1,2024-08-24,20,4,8,10,6,0
Badulla,1,2024-08-31,15,4,14,26,22,1
Badulla,1,2024-09-07,6,10,15,30,20,0
Badulla,1,2024-09-14,8,5,14,25,20,1
Badulla,1,2024-09-21,9,5,11,27,22,1
Badulla,1,2024-09-28,6,4,9,20,16,1
Badulla,1,2024-10-05,9,4,11,19,15,1
Badulla,1,2024-10-12,6,4,9,19,15,1
Badulla,1,2024-10-19,14,4,9,19,15,1
Badulla,1,2024-10-26,10,4,8,13,9,1
Badulla,1,2024-11-02,7,2,5,7,5,1
Badulla,1,2024-11-09,8,5,9,14,9,1
Badulla,1,2024-11-16,19,5,9,18,13,0
Badulla,1,2024-11-23,15,6,15,27,21,1
Badulla,1,2024-11-30,15,5,9,20,15,1
Badulla,1,2024-12-07,19,6,17,32,26,1
Badulla,1,2024-12-14,20,8,11,19,11,0
Badulla,1,2024-12-21,19,5,16,28,23,1
Badulla,1,2024-12-28,5,6,18,34,28,0
Badulla,1,2025-01-04,17,8,14,28,20,1
Badulla,1,2025-01-11,28,5,19,32,27,1
Badulla,1,2025-01-18,27,5,7,20,15,0
Badulla,1,2025-01-25,26,9,21,40,31,1
Badulla,1,2025-02-01,17,6,11,24,18,1
Badulla,1,2025-02-08,17,6,20,34,28,1
Badulla,1,2025-02-15,8,12,25,45,33,0
Badulla,1,2025-02-22,11,8,19,38,30,1
Batticaloa,1,2023-01-07,29,13,26,50,37,1
Batticaloa,1,2023-01-14,41,18,33,59,41,1
Batticaloa,1,2023-01-21,38,19,34,59,40,1
Batticaloa,1,2023-01-28,40,13,27,53,40,1
Batticaloa,1,2023-02-04,62,11,21,46,35,0
Batticaloa,1,2023-02-11,41,15,33,70,55,1
Batticaloa,1,2023-02-18,58,26,47,75,49,1
Batticaloa,1,2023-02-25,45,22,44,75,53,1
Batticaloa,1,2023-03-04,66,19,39,74,55,1
Batticaloa,1,2023-03-11,53,21,37,75,54,1
Batticaloa,1,2023-03-18,82,24,48,80,56,0
Batticaloa,1,2023-03-25,62,25,51,105,80,1
Batticaloa,1,2023-04-01,93,37,59,104,67,1
Batticaloa,1,2023-04-08,128,41,62,109,68,0
Batticaloa,1,2023-04-15,114,57,84,162,105,1
Batticaloa,1,2023-04-22,114,64,100,195,131,1
Batticaloa,1,2023-04-29,102,54,99,193,139,1
Batticaloa,1,2023-05-06,93,40,75,159,119,1
Batticaloa,1,2023-05-13,61,37,68,147,110,1
Batticaloa,1,2023-05-20,70,38,68,118,80,1
Batticaloa,1,2023-05-27,79,30,49,83,53,1
Batticaloa,1,2023-06-03,74,35,59,99,64,1
Batticaloa,1,2023-06-10,90,34,55,92,58,1
Batticaloa,1,2023-06-17,66,35,55,95,60,1
Batticaloa,1,2023-06-24,51,27,51,85,58,1
Batticaloa,1,2023-07-01,62,23,40,63,40,1
Batticaloa,1,2023-07-08,53,22,36,58,36,1
Batticaloa,1,2023-07-15,39,22,41,64,42,1
Batticaloa,1,2023-07-22,26,21,34,52,31,1
Batticaloa,1,2023-07-29,26,15,25,41,26,1
Batticaloa,1,2023-08-05,22,11,20,34,23,1
Batticaloa,1,2023-08-12,13,7,16,26,19,1
Batticaloa,1,2023-08-19,11,5,10,19,14,1
Batticaloa,1,2023-08-26,14,5,10,23,18,1
Batticaloa,1,2023-09-02,9,1,8,17,16,1
Batticaloa,1,2023-09-09,10,1,6,15,14,1
Batticaloa,1,2023-09-16,9,1,5,19,18,1
Batticaloa,1,2023-09-23,10,0,7,12,12,1
Batticaloa,1,2023-09-30,12,2,5,12,10,1
Batticaloa,1,2023-10-07,7,1,7,12,11,1
Batticaloa,1,2023-10-14,8,2,9,19,17,1
Batticaloa,1,2023-10-21,16,1,8,22,21,1
Batticaloa,1,2023-10-28,28,1,9,15,14,0
Batticaloa,1,2023-11-04,15,4,12,27,23,1
Batticaloa,1,2023-11-11,13,3,10,22,19,1
Batticaloa,1,2023-11-18,22,2,11,23,21,1
Batticaloa,1,2023-11-25,55,5,17,31,26,0
Batticaloa,1,2023-12-02,89,9,28,61,52,0
Batticaloa,1,2023-12-09,95,40,78,172,132,1
Batticaloa,1,2023-12-16,88,32,68,152,120,1
Batticaloa,1,2023-12-23,113,21,56,134,113,1
Batticaloa,1,2023-12-30,142,29,63,140,111,0
Batticaloa,1,2024-01-06,123,42,88,205,163,1
Batticaloa,1,2024-01-13,122,33,70,159,126,1
Batticaloa,1,2024-01-20,88,59,111,248,189,1
Batticaloa,1,2024-01-27,67,52,96,188,136,1
Batticaloa,1,2024-02-03,82,27,56,109,82,1
Batticaloa,1,2024-02-10,61,35,57,95,60,1
Batticaloa,1,2024-02-17,70,27,47,72,45,1
Batticaloa,1,2024-02-24,51,27,43,69,42,1
Batticaloa,1,2024-03-02,67,24,40,62,38,0
Batticaloa,1,2024-03-09,55,24,37,61,37,1
Batticaloa,1,2024-03-16,28,25,41,63,38,1
Batticaloa,1,2024-03-23,26,11,28,44,33,1
Batticaloa,1,2024-03-30,16,9,20,30,21,1
Batticaloa,1,2024-04-06,20,10,17,32,22,1
Batticaloa,1,2024-04-13,11,4,16,26,22,1
Batticaloa,1,2024-04-20,10,1,8,17,16,1
Batticaloa,1,2024-04-27,17,4,10,23,19,1
Batticaloa,1,2024-05-04,19,4,10,23,19,1
Batticaloa,1,2024-05-11,17,4,14,27,23,1
Batticaloa,1,2024-05-18,18,4,15,26,22,1
Batticaloa,1,2024-05-25,13,3,11,24,21,1
Batticaloa,1,2024-06-01,15,4,11,23,19,1
Batticaloa,1,2024-06-08,19,5,10,23,18,1
Batticaloa,1,2024-06-15,14,4,13,26,22,1
Batticaloa,1,2024-06-22,15,4,12,24,20,1
Batticaloa,1,2024-06-29,16,4,13,25,21,1
Batticaloa,1,2024-07-06,21,4,11,23,19,1
Batticaloa,1,2024-07-13,11,6,13,25,19,1
Batticaloa,1,2024-07-20,15,5,11,23,18,1
Batticaloa,1,2024-07-27,25,5,12,23,18,0
Batticaloa,1,2024-08-03,20,7,14,26,19,1
Batticaloa,1,2024-08-10,22,5,16,27,22,1
Batticaloa,1,2024-08-17,21,3,13,23,20,1
Batticaloa,1,2024-08-24,29,4,13,22,18,0
Batticaloa,1,2024-08-31,16,9,21,35,26,1
Batticaloa,1,2024-09-07,17,10,19,37,27,1
Batticaloa,1,2024-09-14,16,5,15,30,25,1
Batticaloa,1,2024-09-21,15,6,13,27,21,1
Batticaloa,1,2024-09-28,5,4,13,24,20,1
Batticaloa,1,2024-10-05,10,1,10,18,17,1
Batticaloa,1,2024-10-12,13,1,9,16,15,1
Batticaloa,1,2024-10-19,7,0,6,14,14,1
Batticaloa,1,2024-10-26,6,3,6,17,14,1
Batticaloa,1,2024-11-02,14,0,5,11,11,0
Batticaloa,1,2024-11-09,11,2,6,16,14,1
Batticaloa,1,2024-11-16,12,1,5,17,16,1
Batticaloa,1,2024-11-23,21,3,9,21,18,1
Batticaloa,1,2024-11-30,31,2,10,21,19,0
Batticaloa,1,2024-12-07,30,11,22,41,30,1
Batticaloa,1,2024-12-14,35,13,23,43,30,1
Batticaloa,1,2024-12-21,47,11,27,49,38,1
Batticaloa,1,2024-12-28,62,20,39,65,45,1
Batticaloa,1,2025-01-04,55,19,41,86,67,1
Batticaloa,1,2025-01-11,65,28,49,89,61,1
Batticaloa,1,2025-01-18,64,23,46,99,76,1
Batticaloa,1,2025-01-25,53,22,40,89,67,1
Batticaloa,1,2025-02-01,60,23,44,87,64,1
Batticaloa,1,2025-02-08,60,31,54,93,62,1
Batticaloa,1,2025-02-15,81,36,56,101,65,1
Batticaloa,1,2025-02-22,59,43,58,107,64,1
Colombo,1,2023-01-07,341,83,129,282,199,0
Colombo,1,2023-01-14,204,133,216,456,323,1
Colombo,1,2023-01-21,279,126,218,432,306,1
Colombo,1,2023-01-28,247,117,204,404,287,1
Colombo,1,2023-02-04,222,108,187,371,263,1
Colombo,1,2023-02-11,160,100,173,340,240,1
Colombo,1,2023-02-18,265,77,134,252,175,0
Colombo,1,2023-02-25,244,103,177,354,251,1
Colombo,1,2023-03-04,234,124,206,418,294,1
Colombo,1,2023-03-11,161,118,204,412,294,1
Colombo,1,2023-03-18,241,102,183,365,263,1
Colombo,1,2023-03-25,180,120,210,427,307,1
Colombo,1,2023-04-01,154,126,217,441,315,1
Colombo,1,2023-04-08,261,116,207,418,302,1
Colombo,1,2023-04-15,297,128,222,446,318,1
Colombo,1,2023-04-22,271,129,223,449,320,1
Colombo,1,2023-04-29,266,126,222,451,325,1
Colombo,1,2023-05-06,362,121,216,446,325,1
Colombo,1,2023-05-13,230,143,251,521,378,1
Colombo,1,2023-05-20,328,138,241,485,347,1
Colombo,1,2023-05-27,546,134,237,470,336,0
Colombo,1,2023-06-03,412,137,240,474,337,1
Colombo,1,2023-06-10,579,131,230,457,326,0
Colombo,1,2023-06-17,373,131,230,461,330,1
Colombo,1,2023-06-24,342,124,216,430,306,1
Colombo,1,2023-07-01,360,116,204,405,289,1
Colombo,1,2023-07-08,304,121,211,426,305,1
Colombo,1,2023-07-15,335,115,200,398,283,1
Colombo,1,2023-07-22,312,110,192,381,271,1
Colombo,1,2023-07-29,282,111,190,376,265,1
Colombo,1,2023-08-05,275,100,172,336,236,1
Colombo,1,2023-08-12,185,94,160,313,219,1
Colombo,1,2023-08-19,139,79,130,249,170,1
Colombo,1,2023-08-26,127,63,98,187,124,1
Colombo,1,2023-09-02,84,65,115,232,167,1
Colombo,1,2023-09-09,90,57,107,221,164,1
Colombo,1,2023-09-16,73,68,132,290,222,1
Colombo,1,2023-09-23,62,77,144,311,234,0
Colombo,1,2023-09-30,111,55,116,261,206,1
Colombo,1,2023-10-07,103,62,127,281,219,1
Colombo,1,2023-10-14,146,92,174,377,285,1
Colombo,1,2023-10-21,167,131,233,491,360,1
Colombo,1,2023-10-28,210,144,258,539,395,1
Colombo,1,2023-11-04,150,123,226,472,349,1
Colombo,1,2023-11-11,193,96,187,399,303,1
Colombo,1,2023-11-18,155,136,238,504,368,1
Colombo,1,2023-11-25,341,123,221,467,344,1
Colombo,1,2023-12-02,450,153,267,555,402,1
Colombo,1,2023-12-09,409,168,291,591,423,1
Colombo,1,2023-12-16,476,148,266,540,392,1
Colombo,1,2023-12-23,375,149,265,534,385,1
Colombo,1,2023-12-30,299,137,245,489,352,1
Colombo,1,2024-01-06,549,125,227,453,328,0
Colombo,1,2024-01-13,477,131,232,468,337,0
Colombo,1,2024-01-20,499,132,231,465,333,0
Colombo,1,2024-01-27,349,124,220,438,314,1
Colombo,1,2024-02-03,382,120,213,420,300,1
Colombo,1,2024-02-10,286,115,202,399,284,1
Colombo,1,2024-02-17,269,97,171,335,238,1
Colombo,1,2024-02-24,252,88,155,301,213,1
Colombo,1,2024-03-02,170,86,146,286,200,1
Colombo,1,2024-03-09,207,74,119,231,157,1
Colombo,1,2024-03-16,146,76,121,237,161,1
Colombo,1,2024-03-23,130,73,114,225,152,1
Colombo,1,2024-03-30,132,70,110,217,147,1
Colombo,1,2024-04-06,68,75,121,240,165,0
Colombo,1,2024-04-13,111,50,85,164,114,1
